검진청구항목기준년도,건강검진청구항목코드,건강검진청구항목코드명,건강검진유형구분코드,건강검진유형상세코드
2023,D3601022,(간암하)상담료및행정비용,(간암하)상담료및행정비용,D
2023,D3601041,(간암하)혈청알파태아단백(RIA),(간암하)혈청알파태아단백(RIA),D
2023,D3601046,(간암하)상담료공휴일가산,(간암하)상담료공휴일가산,D
2023,D3601047,(간암하)장애인안전편의관리비,(간암하)장애인안전편의관리비,D
2023,F9001001,구강검진,구강검진,F
2023,F9001002,구강검진공휴일가산,구강검진공휴일가산,F
2023,P1101001,상담료,상담료,P
2023,P1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,P
2023,P1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,P
2021,D3201013,(대장암)대장내시경검사(전처치재료1L),(대장암)대장내시경검사(전처치재료1L),D
2021,D3201057,(대장암)세척료1L,(대장암)세척료1L,D
2021,D3202087,(대장암)전처치재료1L,(대장암)전처치재료1L,D
2023,P1101005,요검사,요검사,P
2023,P1101006,AST(SGOT),AST(SGOT),P
2023,P1101007,ALT(SGPT),ALT(SGPT),P
2023,P1101010,총콜레스테롤,총콜레스테롤,P
2023,P1101013,혈색소,혈색소,P
2023,P1101014,공복혈당,공복혈당,P
2023,P1101015,B형간염표면항원(일반),B형간염표면항원(일반),P
2023,P1101016,B형간염표면항원(정밀EIA),B형간염표면항원(정밀EIA),P
2023,P1101022,B형간염표면항체(일반),B형간염표면항체(일반),P
2023,P1101023,B형간염표면항체(정밀EIA),B형간염표면항체(정밀EIA),P
2023,P1101024,흉부방사선CR/DR,흉부방사선CR/DR,P
2023,P1101025,흉부방사선FullPacs,흉부방사선FullPacs,P
2023,D3201053,(대장암)세척료4L,(대장암)세척료4L,D
2023,D3201054,(대장암)세척료2L,(대장암)세척료2L,D
2023,D3201055,(대장암)세척료354㎖,(대장암)세척료354㎖,D
2023,D3201056,(대장암)세척료45.26g,(대장암)세척료45.26g,D
2023,D3202085,(대장암)전처치재료354㎖,(대장암)전처치재료354㎖,D
2023,D3202086,(대장암)전처치재료45.26g,(대장암)전처치재료45.26g,D
2023,D3201048,(대장암)장애인안전편의관리비(내시경),(대장암)장애인안전편의관리비(내시경),D
2023,D3202069,(대장암)촬영및판독료,(대장암)촬영및판독료,D
2023,D3202070,(대장암)필름료(14*17:4매10*12:6매),(대장암)필름료(14*17:4매10*12:6매),D
2023,D3202071,(대장암)바륨분말,(대장암)바륨분말,D
2023,D3202072,(대장암)전처치하제,(대장암)전처치하제,D
2023,D3202073,(대장암)CRorDR,(대장암)CRorDR,D
2023,D3202074,(대장암)FullPACS,(대장암)FullPACS,D
2023,D3202075,(대장암)대장내시경검사,(대장암)대장내시경검사,D
2023,D3202076,(대장암)전처치재료4L,(대장암)전처치재료4L,D
2023,D3202083,(대장암)전처치재료2L,(대장암)전처치재료2L,D
2023,D3301012,(유방암)유방촬영(직촬)-양측,(유방암)유방촬영(직촬)-양측,D
2023,D3301013,(유방암)유방촬영(직촬)-편측,(유방암)유방촬영(직촬)-편측,D
2023,D3301023,(유방암)상담료및행정비용,(유방암)상담료및행정비용,D
2023,D3301039,(유방암)유방촬영(CR/DR)-양측,(유방암)유방촬영(CR/DR)-양측,D
2023,D3301040,(유방암)유방촬영(FullPacs)-양측,(유방암)유방촬영(FullPacs)-양측,D
2023,D3301041,(유방암)유방촬영(CR/DR)-편측,(유방암)유방촬영(CR/DR)-편측,D
2023,D3301042,(유방암)유방촬영(FullPacs)-편측,(유방암)유방촬영(FullPacs)-편측,D
2023,D3301047,(유방암)상담료공휴일가산,(유방암)상담료공휴일가산,D
2023,D3301048,(유방암)장애인안전편의관리비,(유방암)장애인안전편의관리비,D
2023,D3302065,(유방암)촬영및판독료-양측,(유방암)촬영및판독료-양측,D
2023,A1101001,상담료,상담료,A
2023,A1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,A
2023,A1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,A
2023,A1101005,요검사,요검사,A
2023,A1101006,AST(SGOT),AST(SGOT),A
2023,A1101007,ALT(SGPT),ALT(SGPT),A
2023,A1101008,감마지피티,감마지피티,A
2023,A1101009,혈청크레아티닌,혈청크레아티닌,A
2023,A1101010,총콜레스테롤,총콜레스테롤,A
2023,A1101011,트리글리세라이드,트리글리세라이드,A
2023,A1101012,HDL콜레스테롤,HDL콜레스테롤,A
2023,A1101013,혈색소,혈색소,A
2023,A1101014,공복혈당,공복혈당,A
2023,A1101015,B형간염표면항원(일반),B형간염표면항원(일반),A
2023,A1101016,B형간염표면항원(정밀EIA),B형간염표면항원(정밀EIA),A
2023,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2023,A1101018,양방사선말단골밀도측정(PDEXA),양방사선말단골밀도측정(PDEXA),A
2023,A1101020,기타초음파골밀도측정(QUS),기타초음파골밀도측정(QUS),A
2023,A1101021,노인신체기능검사,노인신체기능검사,A
2023,A1101022,B형간염표면항체(일반),B형간염표면항체(일반),A
2023,A1101023,B형간염표면항체(정밀EIA),B형간염표면항체(정밀EIA),A
2023,A1101024,흉부방사선CR/DR,흉부방사선CR/DR,A
2023,A1101025,흉부방사선FullPacs,흉부방사선FullPacs,A
2023,A1101026,B형간염표면항원(정밀RIA),B형간염표면항원(정밀RIA),A
2023,A1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),A
2023,A1101028,LDL콜레스테롤,LDL콜레스테롤,A
2023,A1101042,1차상담료공휴일가산,1차상담료공휴일가산,A
2023,A1101052,정신건강검사(우울증),정신건강검사(우울증),A
2023,A1101053,인지기능장애(KDSQ),인지기능장애(KDSQ),A
2023,A1101054,정량적전산화단층(QCT),정량적전산화단층(QCT),A
2023,A1101055,말단골정량적전산화단층골밀도검사(PQCT),말단골정량적전산화단층골밀도검사(PQCT),A
2023,A1101056,장애인안전편의관리비,장애인안전편의관리비,A
2023,A1102044,촬영및판독료,촬영및판독료,A
2023,A1102045,필름14*14,필름14*14,A
2023,A1102046,필름14*17,필름14*17,A
2023,D3102060,(위암)병리조직검사,(위암)병리조직검사,D
2021,X1101001,C형간염시범사업행정비용,C형간염시범사업행정비용,X
2021,X1101002,C형간염항체(일반),C형간염항체(일반),X
2021,X1101003,C형간염항체(정밀),C형간염항체(정밀),X
2021,X1101004,핵의학적방법(정밀),핵의학적방법(정밀),X
2021,X1101007,핵산증폭-정성그룹2,핵산증폭-정성그룹2,X
2021,X1101008,핵산증폭-정성그룹3,핵산증폭-정성그룹3,X
2021,X1101009,핵산증폭-정량그룹2,핵산증폭-정량그룹2,X
2021,D3201065,(대장암)내시경하생검,(대장암)내시경하생검,D
2021,D3201066,(대장암)병리조직검사,(대장암)병리조직검사,D
2021,D3102050,(위암)필름료10*12:6매,(위암)필름료10*12:6매,D
2021,D3102052,(위암)발포과립,(위암)발포과립,D
2021,D3102053,(위암)CRorDR,(위암)CRorDR,D
2021,D3102054,(위암)FullPACS,(위암)FullPACS,D
2021,D3102055,(위암)검사료,(위암)검사료,D
2021,D3102056,(위암)주사약제(아트로핀),(위암)주사약제(아트로핀),D
2021,D3102057,(위암)주사약제(부스코판),(위암)주사약제(부스코판),D
2021,D3102058,(위암)주사료,(위암)주사료,D
2021,D3201006,(대장암)분변잠혈(RPHA),(대장암)분변잠혈(RPHA),D
2021,D3201007,(대장암)대장이중조영검사(직촬),(대장암)대장이중조영검사(직촬),D
2021,D3201008,(대장암)대장내시경검사(전처치재료4L),(대장암)대장내시경검사(전처치재료4L),D
2021,D3201009,(대장암)대장내시경검사(전처치재료2L),(대장암)대장내시경검사(전처치재료2L),D
2021,D3201010,(대장암)대장내시경검사(전처치재료354㎖),(대장암)대장내시경검사(전처치재료354㎖),D
2021,D3201016,(대장암)분변잠혈(정량법),(대장암)분변잠혈(정량법),D
2021,D3201021,(대장암)상담료및행정비용,(대장암)상담료및행정비용,D
2021,D3201037,(대장암)대장이중조영(CR/DR),(대장암)대장이중조영(CR/DR),D
2021,D3201038,(대장암)대장이중조영(FullPacs),(대장암)대장이중조영(FullPacs),D
2021,D3201040,(대장암)포셉,(대장암)포셉,D
2021,D3201045,(대장암)상담료공휴일가산,(대장암)상담료공휴일가산,D
2021,D3201046,(대장암)장애인안전편의관리비(분변),(대장암)장애인안전편의관리비(분변),D
2021,D3201047,(대장암)장애인안전편의관리비(조영),(대장암)장애인안전편의관리비(조영),D
2021,A1102047,CRorDR,CRorDR,A
2021,A1102048,FullPACS,FullPACS,A
2021,A2101030,2차상담료,2차상담료,A
2021,A2101043,2차상담료공휴일가산,2차상담료공휴일가산,A
2021,A2101046,생활습관흡연,생활습관흡연,A
2021,A2101047,생활습관음주,생활습관음주,A
2021,A2101048,생활습관운동,생활습관운동,A
2021,A2101049,생활습관영양,생활습관영양,A
2021,A2101050,생활습관비만,생활습관비만,A
2021,A2101051,생활습관상담료(기본료),생활습관상담료(기본료),A
2021,C1101001,구강검사진찰및상담,구강검사진찰및상담,C
2021,C1101002,치면세균막검사,치면세균막검사,C
2021,C1101003,구강검사진찰및상담공휴일가산,구강검사진찰및상담공휴일가산,C
2021,D3101001,(위암)상담료및행정비용,(위암)상담료및행정비용,D
2021,D3101003,(위암)위내시경검사,(위암)위내시경검사,D
2021,D3101004,(위암)조직검사,(위암)조직검사,D
2021,D3101040,(위암)포셉,(위암)포셉,D
2021,D3101044,(위암)상담료공휴일가산,(위암)상담료공휴일가산,D
2021,D3101045,(위암)장애인안전편의관리비(조영),(위암)장애인안전편의관리비(조영),D
2021,D3101046,(위암)장애인안전편의관리비(내시경),(위암)장애인안전편의관리비(내시경),D
2021,D3101053,(위암)세척료,(위암)세척료,D
2021,D3102049,(위암)촬영및판독료,(위암)촬영및판독료,D
2021,P1101026,B형간염표면항원(정밀RIA),B형간염표면항원(정밀RIA),P
2021,P1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),P
2021,P1101028,(기본검진)상담료공휴일가산,(기본검진)상담료공휴일가산,P
2021,P1101029,장애인안전편의관리비,장애인안전편의관리비,P
2021,P1101030,C형간염항체(일반),C형간염항체(일반),P
2021,P1101031,C형간염항체(EIA),C형간염항체(EIA),P
2021,P1101032,C형간염항체(RIA),C형간염항체(RIA),P
2021,P2101001,상담료및행정비용,상담료및행정비용,P
2021,P2101005,매독혈청일반,매독혈청일반,P
2021,P2101006,매독혈청정밀,매독혈청정밀,P
2021,P2101007,HIV일반,HIV일반,P
2021,P2101008,HIV정밀,HIV정밀,P
2021,P2101009,HIV항원/항체동시선별,HIV항원/항체동시선별,P
2021,P2101010,(추가검진)상담료공휴일가산,(추가검진)상담료공휴일가산,P
2021,P3101001,상담료,상담료,P
2021,P3101002,공휴일가산,공휴일가산,P
2021,P3102005,요검사,요검사,P
2021,P3103010,총콜레스테롤,총콜레스테롤,P
2021,P3103011,트리글리세라이드,트리글리세라이드,P
2021,P3103012,HDL콜레스테롤,HDL콜레스테롤,P
2021,P3103014,공복혈당,공복혈당,P
2021,P3103028,LDL콜레스테롤,LDL콜레스테롤,P
2021,P3104051,실시간역전사중합효소연쇄반응법(정성),실시간역전사중합효소연쇄반응법(정성),P
2021,P3104052,실시간역전사중합효소연쇄반응법(정량),실시간역전사중합효소연쇄반응법(정량),P
2021,P3105053,매독감작혈구응집[일반면역검사](정성),매독감작혈구응집[일반면역검사](정성),P
2021,P3105054,매독감작혈구응집[일반면역검사](역가),매독감작혈구응집[일반면역검사](역가),P
2021,P3105055,매독항체[정밀면역검사](정성),매독항체[정밀면역검사](정성),P
2021,P3106056,장애인안전편의관리비,장애인안전편의관리비,P
2021,Q1101001,구강검사및구강건강상담,구강검사및구강건강상담,Q
2021,Q1101002,(구강검진)검사및상담공휴일가산,(구강검진)검사및상담공휴일가산,Q
2021,R3501001,(자궁경부암)상담료및행정비용,(자궁경부암)상담료및행정비용,R
2021,R3501002,(자궁경부암)자궁경부세포검사,(자궁경부암)자궁경부세포검사,R
2021,R3501003,(자궁경부암)상담료공휴일가산,(자궁경부암)상담료공휴일가산,R
2021,R3501004,(자궁경부암)장애인안전편의관리비,(자궁경부암)장애인안전편의관리비,R
2021,R3502001,(자궁경부암)자궁경부세포검사(중복자궁),(자궁경부암)자궁경부세포검사(중복자궁),R
2021,D3201012,(대장암)대장내시경검사(전처치재료45.26g),(대장암)대장내시경검사(전처치재료45.26g),D
2021,P2101011,성매개질환,성매개질환,P
2021,D3701001,(폐암)상담료및행정비용,(폐암)상담료및행정비용,D
2021,D3701002,(폐암)저선량흉부CT검사,(폐암)저선량흉부CT검사,D
2021,D3701003,(폐암)사후결과상담,(폐암)사후결과상담,D
2021,D3701004,(폐암)상담료공휴일가산,(폐암)상담료공휴일가산,D
2021,D3701005,(폐암)장애인안전편의관리비,(폐암)장애인안전편의관리비,D
2021,P2101029,장애인안전편의관리비,장애인안전편의관리비,P
2021,D3101047,(위암)위장조영검사(직촬/바륨분말300g),(위암)위장조영검사(직촬/바륨분말300g),D
2021,D3101048,(위암)위장조영검사(직촬/바륨분말340g),(위암)위장조영검사(직촬/바륨분말340g),D
2021,D3101049,(위암)위장조영검사(CR/DR/바륨분말300g),(위암)위장조영검사(CR/DR/바륨분말300g),D
2021,D3101050,(위암)위장조영검사(CR/DR/바륨분말340g),(위암)위장조영검사(CR/DR/바륨분말340g),D
2021,D3101051,(위암)위장조영검사(FullPACS/바륨분말300g),(위암)위장조영검사(FullPACS/바륨분말300g),D
2021,D3101052,(위암)위장조영검사(FullPACS/바륨분말340g),(위암)위장조영검사(FullPACS/바륨분말340g),D
2021,D3102065,(위암)바륨분말300g,(위암)바륨분말300g,D
2021,D3102066,(위암)바륨분말340g,(위암)바륨분말340g,D
2021,D3701006,(폐암)촬영및판독료,(폐암)촬영및판독료,D
2021,D3701007,(폐암)FullPACS,(폐암)FullPACS,D
2021,D3302066,(유방암)필름료(유방전용필름:4매)-양측,(유방암)필름료(유방전용필름:4매)-양측,D
2021,D3302067,(유방암)CRorDR-양측,(유방암)CRorDR-양측,D
2021,D3302068,(유방암)FullPACS-양측,(유방암)FullPACS-양측,D
2021,D3302070,(유방암)촬영및판독료-편측,(유방암)촬영및판독료-편측,D
2021,D3302071,(유방암)필름료(유방전용필름:2매)-편측,(유방암)필름료(유방전용필름:2매)-편측,D
2021,D3302072,(유방암)CRorDR-편측,(유방암)CRorDR-편측,D
2021,D3302073,(유방암)FullPACS-편측,(유방암)FullPACS-편측,D
2021,D3401005,(간암)초음파검사,(간암)초음파검사,D
2021,D3401014,(간암)혈청알파태아단백(RPHA),(간암)혈청알파태아단백(RPHA),D
2021,D3401015,(간암)혈청알파태아단백(EIA),(간암)혈청알파태아단백(EIA),D
2021,D3401022,(간암)상담료및행정비용,(간암)상담료및행정비용,D
2021,D3401041,(간암)혈청알파태아단백(RIA),(간암)혈청알파태아단백(RIA),D
2021,D3401046,(간암)상담료공휴일가산,(간암)상담료공휴일가산,D
2021,D3401047,(간암)장애인안전편의관리비,(간암)장애인안전편의관리비,D
2021,D3501017,(자궁암)자궁경부세포검사,(자궁암)자궁경부세포검사,D
2021,D3501024,(자궁암)상담료및행정비용,(자궁암)상담료및행정비용,D
2021,D3501048,(자궁암)상담료공휴일가산,(자궁암)상담료공휴일가산,D
2021,D3501049,(자궁암)장애인안전편의관리비,(자궁암)장애인안전편의관리비,D
2021,D3502017,(자궁암)자궁경부세포검사(중복자궁),(자궁암)자궁경부세포검사(중복자궁),D
2021,D3601005,(간암하)초음파검사,(간암하)초음파검사,D
